0.0 0.0 0.0 0.0 0.0
 0.05 0.0 0.0 0.0 0.0
 0.1 0.000138099275613 -4.8191784267e-05 -2.00738005663e-05 -1.26889972855e-05
 0.15 0.000388858571055 -0.000111560299673 -5.03231676138e-05 -2.76349049878e-05
 0.2 0.000731725749124 -0.000170519711336 -8.45719231568e-05 -3.87861572799e-05
 0.25 0.00114998376718 -0.000214157068188 -0.000119085346548 -4.29033653073e-05
 0.3 0.00162995444024 -0.000237074355868 -0.000151714579747 -3.85203127306e-05
 0.35 0.00216038890795 -0.000237303001196 -0.00018132698413 -2.52598465288e-05
 0.4 0.00273199600208 -0.000214937024279 -0.000207428797237 -3.38730483791e-06
 0.45 0.00333707357389 -0.000171246469882 -0.000229916891716 2.64775621651e-05
 0.5 0.00396921749966 -0.000108110527674 -0.000248916970279 6.35433984477e-05
 0.55 0.00462308990054 -2.76622812565e-05 -0.000264679410372 0.000106960554655
 
