0.0 0.088 0.1 7.16418377501e-18
0.05 0.088 0.1 7.16418377501e-18
0.1 0.0880036965786 0.100020140292 7.16340679802e-18
0.15 0.0879998925922 0.100053162346 7.16249162512e-18
0.2 0.0879826239613 0.100094240315 7.16180880784e-18
0.25 0.0879492241657 0.100140179145 7.16155670156e-18
0.3 0.0878990501215 0.10018887499 7.16182508613e-18
0.35 0.0878326504129 0.100238952774 7.1626370555e-18
0.4 0.0877512286863 0.100289523037 7.16397636241e-18
0.45 0.0876563031697 0.100340018953 7.1658050581e-18
0.5 0.0875494957272 0.100390087203 7.16807468599e-18
0.55 0.0874324057674 0.100439514983 7.17073322006e-18
